"x" "y"
"1" 2.14874627301469 94.3076390495989
"2" 207.313243519748 102.179803311359
"3" 70.9381613435689 136.503343754448
"4" 251.821810616646 118.395968571538
"5" 213.468268292258 149.368364710128
"6" 246.133208035491 237.005864012288
"7" 31.4564495380037 238.673655573977
"8" 98.5783197081182 80.0505324318074
"9" 145.326733199181 228.256761114579
"10" 4.65044082491659 119.454092171974
"11" 146.281823659083 113.774731411599
"12" 28.6789042404853 93.8668136352208
"13" 165.972619737033 233.082177617121
"14" 114.129943233915 231.765665195417
"15" 80.3137238600757 83.9293536602054
"16" 216.311583850067 114.52754688845
"17" 182.700424189912 119.73600741406
"18" 245.053210512269 146.26540061296
"19" 127.837090751389 252.255422702758
"20" 49.785664586816 81.9714595042169
"21" 207.695225853007 149.210578070953
"22" 39.09440937615 174.644756431924
"23" 157.570542383473 4.16464985185303
"24" 117.876938687172 238.527827444253
"25" 81.2027311534621 230.454756151652
"26" 147.603241757723 109.017616068944
"27" 125.015930464026 17.7892341890838
"28" 202.54876957112 255.940199994715
"29" 111.689165119082 180.804397444241
"30" 229.176129453816 232.985229327343
"31" 165.223183630034 242.983708972111
"32" 72.7454364220612 143.589387448272
"33" 219.773971015587 180.392100199824
"34" 191.326863378054 29.3228343306109
"35" 166.833880295046 48.4066005549394
"36" 174.990773103433 8.00395130040124
"37" 117.697088591754 242.316766721895
"38" 152.986992891179 228.475098588504
"39" 97.6241168919951 85.9155618029181
"40" 216.393690933473 105.157373193651
"41" 106.850433679996 230.952827689471
"42" 8.85390010452829 10.9180300023872
"43" 72.1578052293044 52.605622342322
"44" 174.037298351293 42.3280548269395
"45" 205.474413158139 59.8128228727728
"46" 251.826140340185 143.441505953437
"47" 218.529190785019 170.379442844773
"48" 214.165424739243 119.976423981832
"49" 84.1449325727299 30.8997178783175
"50" 213.973633346846 121.060025499202
"51" 82.9636318804696 242.173320490401
"52" 25.9363988887053 255.214851682773
"53" 174.408982074587 223.662777897203
"54" 207.000297256047 138.662589771906
"55" 26.5880029941909 210.045771680772
"56" 82.1415967505891 68.1734899403527
"57" 216.901064573321 109.176655394491
"58" 126.139690343058 148.366372442571
"59" 54.3880954817869 97.4575269315392
"60" 219.346575110685 63.0012225119863
